"education" "south" "female" "workexp" "unionmember" "wages" "age" "ethnicity" "occupation" "sector" "married"
"375" 12 0 0 20 0 7.65000009536743 38 "White" "Service" "Other" 0
"376" 12 0 1 7 0 6.94000005722046 25 "White" "Service" "Other" 0
"377" 12 0 1 9 1 7.5 27 "White" "Service" "Manufacturing" 1
"378" 12 0 1 6 0 3.59999990463257 24 "White" "Service" "Other" 0
"379" 12 1 1 5 0 1.75 23 "White" "Service" "Other" 1
"380" 13 1 1 1 0 3.45000004768372 20 "Other" "Service" "Other" 0
"381" 14 0 0 22 1 9.63000011444092 42 "White" "Service" "Other" 1
"382" 12 0 1 24 0 8.48999977111816 42 "White" "Service" "Other" 1
"383" 12 0 1 15 1 8.98999977111816 33 "White" "Service" "Other" 0
"384" 11 1 1 8 0 3.65000009536743 25 "White" "Service" "Other" 1
"385" 11 1 1 17 0 3.5 34 "White" "Service" "Other" 1
"386" 12 1 0 2 0 3.4300000667572 20 "Other" "Service" "Other" 0
"387" 12 1 0 20 0 5.5 38 "White" "Service" "Other" 1
"388" 12 0 0 26 1 6.92999982833862 44 "White" "Service" "Other" 1
"389" 10 1 1 37 0 3.50999999046326 53 "Other" "Service" "Other" 1
"390" 12 0 1 41 0 3.75 59 "White" "Service" "Other" 0
"391" 12 0 1 27 0 4.17000007629395 45 "White" "Service" "Other" 1
"392" 12 0 1 5 1 9.56999969482422 23 "White" "Service" "Other" 1
"393" 14 0 0 16 0 14.6700000762939 36 "Other" "Service" "Other" 1
"394" 14 0 1 19 0 12.5 39 "White" "Service" "Other" 1
"395" 12 0 0 10 0 5.5 28 "White" "Service" "Other" 1
"396" 13 1 0 1 1 5.15000009536743 20 "White" "Service" "Other" 0
"397" 12 0 1 43 1 8 61 "Other" "Service" "Other" 1
"398" 13 0 0 3 0 5.82999992370605 22 "Other" "Service" "Other" 0
"399" 12 0 1 0 0 3.34999990463257 18 "White" "Service" "Other" 0
"400" 12 1 1 26 0 7 44 "White" "Service" "Other" 1
"401" 10 0 1 25 1 10 41 "White" "Service" "Other" 1
"402" 12 0 1 15 0 8 33 "White" "Service" "Other" 1
"403" 14 1 1 10 0 6.88000011444092 30 "White" "Service" "Other" 0
"404" 11 0 1 45 1 5.55000019073486 62 "White" "Service" "Other" 0
"405" 11 0 0 3 0 7.5 20 "Other" "Service" "Other" 0
"406" 8 0 0 47 1 8.93000030517578 61 "Hispanic" "Service" "Other" 1
"407" 16 0 1 6 0 9 28 "Other" "Service" "Other" 1
"408" 10 1 1 33 0 3.5 49 "White" "Service" "Other" 0
"409" 16 0 0 3 0 5.76999998092651 25 "White" "Service" "Manufacturing" 0
"410" 14 0 0 4 1 25 24 "Hispanic" "Service" "Other" 0
"411" 14 0 0 34 1 6.84999990463257 54 "Other" "Service" "Other" 1
"412" 11 1 0 39 0 6.5 56 "White" "Service" "Other" 1
"413" 12 1 1 17 0 3.75 35 "White" "Service" "Other" 1
"414" 9 0 0 47 1 3.5 62 "White" "Service" "Other" 1
"415" 11 0 0 2 0 4.5 19 "White" "Service" "Other" 0
"416" 13 1 0 0 0 2.00999999046326 19 "White" "Service" "Other" 0
"417" 14 0 1 24 0 4.17000007629395 44 "White" "Service" "Other" 0
"418" 12 0 0 25 1 13 43 "Other" "Service" "Other" 1
"419" 14 0 1 6 0 3.98000001907349 26 "White" "Service" "Other" 0
"420" 12 0 1 10 0 7.5 28 "White" "Service" "Other" 0
"421" 12 0 1 33 0 13.1199998855591 51 "Other" "Service" "Other" 1
"422" 12 0 0 12 0 4 30 "White" "Service" "Other" 0
"423" 12 1 1 9 0 3.95000004768372 27 "White" "Service" "Other" 1
"424" 11 1 0 18 1 13 35 "White" "Service" "Other" 1
"425" 12 0 0 10 0 9 28 "White" "Service" "Other" 1
"426" 8 1 1 45 0 4.55000019073486 59 "White" "Service" "Other" 0
"427" 9 0 1 46 1 9.5 61 "White" "Service" "Other" 1
"428" 7 1 0 14 0 4.5 27 "Hispanic" "Service" "Other" 1
"429" 11 0 1 36 0 8.75 53 "White" "Service" "Other" 0
"430" 13 0 0 34 1 10 53 "White" "Professional" "Construction" 1
"431" 18 0 0 15 0 18 39 "White" "Professional" "Other" 1
"432" 17 0 0 31 0 24.9799995422363 54 "White" "Professional" "Manufacturing" 1
"433" 16 0 1 6 0 12.0500001907349 28 "White" "Professional" "Manufacturing" 0
"434" 14 1 0 15 0 22 35 "White" "Professional" "Other" 1
"435" 12 0 0 30 0 8.75 48 "White" "Professional" "Other" 1
"436" 18 0 0 8 0 22.2000007629395 32 "White" "Professional" "Other" 1
"437" 18 0 0 5 0 17.25 29 "White" "Professional" "Manufacturing" 1
"438" 17 0 1 3 1 6 26 "White" "Professional" "Other" 0
"439" 13 1 0 17 0 8.0600004196167 36 "White" "Professional" "Other" 1
"440" 16 0 0 5 1 9.23999977111816 27 "Other" "Professional" "Manufacturing" 1
"441" 14 0 1 10 0 12 30 "White" "Professional" "Other" 1
"442" 15 0 1 33 0 10.6099996566772 54 "White" "Professional" "Other" 0
"443" 18 0 0 3 0 5.71000003814697 27 "White" "Professional" "Other" 1
"444" 16 0 1 0 0 10 18 "White" "Professional" "Other" 0
"445" 16 1 0 13 0 17.5 35 "Other" "Professional" "Other" 1
"446" 18 0 0 12 0 15 36 "White" "Professional" "Other" 1
"447" 16 0 1 6 0 7.78000020980835 28 "White" "Professional" "Other" 1
"448" 17 0 0 7 0 7.80000019073486 30 "White" "Professional" "Other" 1
"449" 16 1 0 14 1 10 36 "White" "Professional" "Other" 1
"450" 17 0 1 5 0 24.9799995422363 28 "White" "Professional" "Other" 0
"451" 15 1 1 10 0 10.2799997329712 31 "White" "Professional" "Other" 1
"452" 18 0 1 11 0 15 35 "White" "Professional" "Other" 1
"453" 17 0 1 24 0 12 47 "White" "Professional" "Other" 1
"454" 16 0 0 9 0 10.5799999237061 31 "White" "Professional" "Manufacturing" 0
"455" 18 1 0 12 0 5.84999990463257 36 "White" "Professional" "Other" 1
"456" 18 0 0 19 0 11.2200002670288 43 "White" "Professional" "Other" 1
"457" 14 0 1 14 0 8.5600004196167 34 "White" "Professional" "Other" 1
"458" 16 0 1 17 0 13.8900003433228 39 "White" "Professional" "Manufacturing" 0
"459" 18 1 0 7 0 5.71000003814697 31 "White" "Professional" "Other" 0
"460" 18 0 0 7 0 15.789999961853 31 "White" "Professional" "Other" 1
"461" 16 0 1 22 0 7.5 44 "White" "Professional" "Other" 1
"462" 12 0 1 28 0 11.25 46 "White" "Professional" "Other" 1
"463" 16 0 1 16 0 6.15000009536743 38 "White" "Professional" "Other" 0
"464" 16 1 0 16 0 13.4499998092651 38 "Other" "Professional" "Other" 0
"465" 16 0 1 7 0 6.25 29 "White" "Professional" "Other" 1
"466" 12 0 1 11 0 6.5 29 "White" "Professional" "Other" 0
"467" 12 0 1 11 0 12 29 "White" "Professional" "Other" 1
"468" 12 0 1 16 0 8.5 34 "White" "Professional" "Other" 0
"469" 18 0 0 33 1 8 57 "White" "Professional" "Other" 0
"470" 12 1 1 21 0 5.75 39 "White" "Professional" "Other" 1
"471" 16 0 0 4 0 15.7299995422363 26 "White" "Professional" "Manufacturing" 1
"472" 15 0 0 13 0 9.85999965667725 34 "White" "Professional" "Other" 1
"473" 18 0 0 14 1 13.5100002288818 38 "White" "Professional" "Other" 1
"474" 16 0 1 10 0 5.40000009536743 32 "White" "Professional" "Other" 1
"475" 18 1 0 14 0 6.25 38 "White" "Professional" "Other" 1
"476" 16 1 0 29 0 5.5 51 "White" "Professional" "Other" 1
"477" 12 0 0 4 0 5 22 "Hispanic" "Professional" "Other" 0
"478" 18 0 0 27 0 6.25 51 "Other" "Professional" "Other" 1
"479" 12 0 0 3 0 5.75 21 "White" "Professional" "Other" 1
"480" 16 1 0 14 1 20.5 36 "White" "Professional" "Other" 1
"481" 14 0 0 0 0 5 20 "White" "Professional" "Construction" 1
"482" 18 0 0 33 0 7 57 "White" "Professional" "Other" 1
"483" 16 1 0 38 0 18 60 "White" "Professional" "Other" 1
"484" 18 0 1 18 1 12 42 "White" "Professional" "Other" 1
"485" 17 0 0 3 0 20.3999996185303 26 "White" "Professional" "Manufacturing" 0
"486" 18 0 1 40 0 22.2000007629395 64 "White" "Professional" "Other" 0
"487" 14 0 0 19 0 16.4200000762939 39 "White" "Professional" "Manufacturing" 0
"488" 14 0 1 4 0 8.63000011444092 24 "White" "Professional" "Other" 0
"489" 16 0 1 11 0 19.3799991607666 33 "White" "Professional" "Other" 1
"490" 16 0 1 16 0 14 38 "White" "Professional" "Other" 1
"491" 14 0 0 22 0 10 42 "White" "Professional" "Other" 1
"492" 17 0 1 13 1 15.9499998092651 36 "White" "Professional" "Other" 0
"493" 16 1 1 28 1 20 50 "White" "Professional" "Other" 1
"494" 16 0 1 10 0 10 32 "White" "Professional" "Other" 1
"495" 16 1 1 5 0 24.9799995422363 27 "White" "Professional" "Other" 0
"496" 15 0 0 5 0 11.25 26 "White" "Professional" "Other" 0
"497" 18 0 1 37 0 22.8299999237061 61 "White" "Professional" "Manufacturing" 0
"498" 17 0 1 26 1 10.1999998092651 49 "White" "Professional" "Other" 1
"499" 16 1 1 4 0 10 26 "White" "Professional" "Other" 1
"500" 18 0 1 31 1 14 55 "White" "Professional" "Other" 0
"501" 17 0 1 13 1 12.5 36 "White" "Professional" "Other" 1
"502" 12 0 1 42 0 5.78999996185303 60 "White" "Professional" "Other" 1
"503" 17 0 0 18 0 24.9799995422363 41 "Hispanic" "Professional" "Other" 1
"504" 12 0 1 3 0 4.34999990463257 21 "White" "Professional" "Other" 1
"505" 17 0 1 10 0 11.25 33 "White" "Professional" "Other" 0
"506" 16 0 1 10 1 6.67000007629395 32 "White" "Professional" "Other" 0
"507" 16 0 1 17 0 8 39 "Hispanic" "Professional" "Other" 1
"508" 18 0 0 7 0 18.1599998474121 31 "White" "Professional" "Other" 1
"509" 16 0 1 14 0 12 36 "White" "Professional" "Other" 1
"510" 16 0 1 22 1 8.89000034332275 44 "White" "Professional" "Other" 1
"511" 17 0 1 14 0 9.5 37 "White" "Professional" "Other" 1
"512" 16 0 0 11 0 13.6499996185303 33 "White" "Professional" "Other" 1
"513" 18 0 0 23 1 12 47 "White" "Professional" "Other" 1
"514" 12 0 0 39 1 15 57 "White" "Professional" "Other" 1
"515" 16 0 0 15 0 12.6700000762939 37 "White" "Professional" "Other" 1
"516" 14 0 1 15 0 7.38000011444092 35 "Hispanic" "Professional" "Other" 0
"517" 16 0 0 10 0 15.5600004196167 32 "White" "Professional" "Other" 0
"518" 12 1 1 25 0 7.44999980926514 43 "White" "Professional" "Other" 0
"519" 14 0 1 12 0 6.25 32 "White" "Professional" "Other" 1
"520" 16 1 1 7 0 6.25 29 "Hispanic" "Professional" "Other" 1
"521" 17 0 0 7 1 9.36999988555908 30 "White" "Professional" "Other" 1
"522" 16 0 0 17 0 22.5 39 "White" "Professional" "Manufacturing" 1
"523" 16 0 0 10 1 7.5 32 "White" "Professional" "Other" 1
"524" 17 1 0 2 0 7 25 "White" "Professional" "Other" 1
"525" 9 1 1 34 1 5.75 49 "Other" "Professional" "Other" 1
"526" 15 0 1 11 0 7.67000007629395 32 "White" "Professional" "Other" 1
"527" 15 0 0 10 0 12.5 31 "White" "Professional" "Other" 0
"528" 12 1 0 12 0 16 30 "White" "Professional" "Other" 1
"529" 16 0 1 6 1 11.789999961853 28 "White" "Professional" "Other" 0
"530" 18 0 0 5 0 11.3599996566772 29 "White" "Professional" "Other" 0
"531" 12 0 1 33 0 6.09999990463257 51 "Other" "Professional" "Other" 1
"532" 17 0 1 25 1 23.25 48 "Other" "Professional" "Other" 1
"533" 12 1 0 13 1 19.8799991607666 31 "White" "Professional" "Other" 1
"534" 16 0 0 33 0 15.3800001144409 55 "White" "Professional" "Manufacturing" 1
